(0,8,3.000000)
(0,38,3.000000)
(1,20,3.000000)
(2,4,2.000000)
(2,20,2.000000)
(3,26,2.000000)
(3,44,1.000000)
(4,7,3.000000)
(4,33,3.000000)
(4,34,3.000000)
(4,46,2.000000)
(4,47,3.000000)
(4,48,3.000000)
(4,91,3.000000)
(5,25,2.000000)
(6,8,3.000000)
(8,9,2.000000)
(8,10,3.000000)
(8,16,3.000000)
(8,19,2.000000)
(8,28,3.000000)
(8,30,3.000000)
(8,32,3.000000)
(8,36,2.000000)
(8,48,3.000000)
(8,54,2.000000)
(8,55,2.000000)
(8,62,2.000000)
(8,65,2.000000)
(8,70,2.000000)
(8,71,2.000000)
(8,77,3.000000)
(8,110,2.000000)
(8,111,3.000000)
(8,112,1.000000)
(8,119,2.000000)
(8,144,2.000000)
(8,148,3.000000)
(8,150,2.000000)
(8,155,3.000000)
(8,156,2.000000)
(8,157,2.000000)
(8,158,2.000000)
(8,161,2.000000)
(8,164,2.000000)
(8,175,1.000000)
(9,107,1.000000)
(11,33,2.000000)
(12,18,3.000000)
(12,20,1.000000)
(12,23,3.000000)
(12,38,3.000000)
(12,47,3.000000)
(12,146,3.000000)
(13,30,2.000000)
(13,37,3.000000)
(13,48,1.000000)
(13,59,3.000000)
(13,85,1.000000)
(13,91,3.000000)
(13,93,1.000000)
(13,95,1.000000)
(13,97,1.000000)
(13,154,3.000000)
(13,179,3.000000)
(14,25,1.000000)
(14,26,3.000000)
(15,26,2.000000)
(15,44,2.000000)
(16,32,1.000000)
(17,20,2.000000)
(18,23,3.000000)
(18,38,3.000000)
(18,42,3.000000)
(18,47,3.000000)
(18,88,3.000000)
(18,92,3.000000)
(18,103,3.000000)
(18,104,1.000000)
(18,114,3.000000)
(18,116,2.000000)
(18,171,2.000000)
(20,31,2.000000)
(20,33,3.000000)
(20,56,3.000000)
(20,66,2.000000)
(20,67,2.000000)
(20,69,2.000000)
(20,74,2.000000)
(20,100,2.000000)
(20,108,2.000000)
(20,118,2.000000)
(20,122,1.000000)
(21,34,3.000000)
(22,26,3.000000)
(22,72,2.000000)
(22,75,1.000000)
(22,76,2.000000)
(23,38,3.000000)
(23,42,3.000000)
(23,88,3.000000)
(23,94,3.000000)
(23,116,2.000000)
(24,25,1.000000)
(25,26,2.000000)
(25,35,3.000000)
(25,44,2.000000)
(25,48,2.000000)
(25,99,2.000000)
(26,27,3.000000)
(26,29,2.000000)
(26,35,3.000000)
(26,44,3.000000)
(26,49,1.000000)
(26,58,3.000000)
(26,62,1.000000)
(26,75,2.000000)
(26,76,3.000000)
(26,82,2.000000)
(26,83,2.000000)
(26,86,1.000000)
(26,99,2.000000)
(26,102,2.000000)
(26,113,2.000000)
(26,117,3.000000)
(26,131,3.000000)
(26,135,2.000000)
(26,139,3.000000)
(26,141,2.000000)
(26,162,1.000000)
(26,169,3.000000)
(26,173,2.000000)
(26,174,2.000000)
(26,176,2.000000)
(26,180,1.000000)
(27,35,1.000000)
(27,44,3.000000)
(32,79,2.000000)
(32,163,3.000000)
(33,40,2.000000)
(33,45,1.000000)
(33,51,3.000000)
(33,120,1.000000)
(33,126,2.000000)
(33,130,1.000000)
(33,151,2.000000)
(33,152,2.000000)
(34,38,2.000000)
(34,48,3.000000)
(34,49,1.000000)
(34,159,3.000000)
(34,165,1.000000)
(35,44,2.000000)
(35,139,2.000000)
(37,40,2.000000)
(37,41,2.000000)
(37,49,3.000000)
(37,121,2.000000)
(37,132,3.000000)
(37,133,1.000000)
(37,137,1.000000)
(38,39,2.000000)
(38,42,3.000000)
(38,47,3.000000)
(38,48,3.000000)
(38,52,3.000000)
(38,89,3.000000)
(38,123,2.000000)
(38,127,2.000000)
(38,129,3.000000)
(38,142,3.000000)
(38,146,3.000000)
(38,147,2.000000)
(38,178,1.000000)
(39,42,3.000000)
(39,47,3.000000)
(39,53,2.000000)
(39,61,2.000000)
(39,87,2.000000)
(39,90,2.000000)
(39,106,1.000000)
(39,124,3.000000)
(39,125,2.000000)
(39,128,2.000000)
(39,134,2.000000)
(39,160,2.000000)
(39,166,1.000000)
(39,167,2.000000)
(39,168,2.000000)
(40,105,1.000000)
(40,137,1.000000)
(42,47,3.000000)
(42,52,3.000000)
(42,60,3.000000)
(42,63,2.000000)
(42,73,3.000000)
(42,96,1.000000)
(42,98,2.000000)
(42,123,3.000000)
(42,146,3.000000)
(42,148,2.000000)
(42,160,3.000000)
(42,170,3.000000)
(43,64,3.000000)
(43,109,3.000000)
(43,181,3.000000)
(44,68,2.000000)
(44,117,2.000000)
(44,139,3.000000)
(47,52,1.000000)
(47,57,2.000000)
(47,62,1.000000)
(47,81,3.000000)
(47,115,2.000000)
(47,138,3.000000)
(47,142,3.000000)
(47,143,3.000000)
(47,145,3.000000)
(47,146,2.000000)
(47,149,2.000000)
(48,49,2.000000)
(48,62,3.000000)
(48,70,3.000000)
(48,157,3.000000)
(48,158,3.000000)
(48,159,3.000000)
(48,177,2.000000)
(49,76,1.000000)
(49,83,2.000000)
(49,136,2.000000)
(49,140,1.000000)
(49,151,2.000000)
(49,153,2.000000)
(50,128,2.000000)
(74,101,2.000000)
(75,76,1.000000)
(78,172,1.000000)
(80,159,1.000000)
(83,159,3.000000)
(84,159,1.000000)
(117,139,3.000000)
(124,160,1.000000)
(125,160,1.000000)
(127,146,2.000000)
(132,154,3.000000)
(142,145,3.000000)
(132,157,1.000000)
